"Draw date","Results","Winning Numbers",,,,,,"B","Jackpot","Jackpot",,,,,,,
12/6/2000,"6 10 13 19 27 47 25",6,10,13,19,27,47,25,"£3,030,308","£3,030,308",,,,,,,
12/2/2000,"2 19 28 37 46 47 38",2,19,28,37,46,47,38,"£7,100,848","£7,100,848",,,,,,,
11/29/2000,"7 19 28 30 33 37 29",7,19,28,30,33,37,29,"£3,261,937","£3,261,937",,,,,,,
11/25/2000,"3 6 20 42 43 48 30",3,6,20,42,43,48,30,"£7,578,132","£7,578,132",,,,,,,
11/22/2000,"4 12 20 23 31 33 16",4,12,20,23,31,33,16,"£3,388,584","£3,388,584",,,,,,,
11/18/2000,"6 9 11 21 27 43 17",6,9,11,21,27,43,17,"£5,639,780","£5,639,780",,,,,,,
11/15/2000,"13 19 28 31 41 44 6",13,19,28,31,41,44,6,"£3,581,904","£3,581,904",,,,,,,
11/11/2000,"18 23 28 34 35 47 11",18,23,28,34,35,47,11,"£7,515,894","£7,515,894",,,,,,,
11/8/2000,"2 5 9 16 27 43 28",2,5,9,16,27,43,28,"£2,985,575","£2,985,575",,,,,,,
11/4/2000,"2 8 17 29 33 44 11",2,8,17,29,33,44,11,"£20,000,000","£20,000,000",,,,,,,
11/1/2000,"4 9 20 23 38 45 47",4,9,20,23,38,45,47,"£3,869,948","£3,869,948",,,,,,,
10/28/2000,"1 13 14 23 31 47 9",1,13,14,23,31,47,9,"£11,375,130","£11,375,130",,,,,,,
10/25/2000,"6 9 13 14 26 38 22",6,9,13,14,26,38,22,"£3,437,398 Rolled","£3,437,398",,,,,,,
10/21/2000,"8 14 15 18 24 44 31",8,14,15,18,24,44,31,"£6,105,897","£6,105,897",,,,,,,
10/18/2000,"4 6 11 19 32 36 23",4,6,11,19,32,36,23,"£3,396,612","£3,396,612",,,,,,,
10/14/2000,"7 22 31 37 38 40 30",7,22,31,37,38,40,30,"£7,104,526","£7,104,526",,,,,,,
10/11/2000,"6 10 19 30 34 41 26",6,10,19,30,34,41,26,"£3,852,251","£3,852,251",,,,,,,
10/7/2000,"1 6 20 28 31 45 26",1,6,20,28,31,45,26,"£7,321,734","£7,321,734",,,,,,,
10/4/2000,"10 14 19 43 46 49 2",10,14,19,43,46,49,2,"£4,298,852","£4,298,852",,,,,,,
9/30/2000,"12 15 27 32 40 44 35",12,15,27,32,40,44,35,"£11,581,182","£11,581,182",,,,,,,
9/27/2000,"4 10 24 28 40 47 25",4,10,24,28,40,47,25,"£3,837,663 Rolled","£3,837,663",,,,,,,
9/23/2000,"6 16 18 32 35 45 46",6,16,18,32,35,45,46,"£7,544,515","£7,544,515",,,,,,,
9/20/2000,"7 25 30 34 38 39 28",7,25,30,34,38,39,28,"£4,218,266","£4,218,266",,,,,,,
9/16/2000,"4 22 23 26 42 47 5",4,22,23,26,42,47,5,"£20,000,000","£20,000,000",,,,,,,
9/13/2000,"14 20 25 32 47 49 34",14,20,25,32,47,49,34,"£4,426,166","£4,426,166",,,,,,,
9/9/2000,"3 4 24 25 35 43 7",3,4,24,25,35,43,7,"£7,382,536","£7,382,536",,,,,,,
9/6/2000,"6 7 11 23 32 44 34",6,7,11,23,32,44,34,"£3,011,065","£3,011,065",,,,,,,
9/2/2000,"11 12 21 31 36 40 22",11,12,21,31,36,40,22,"£7,314,840","£7,314,840",,,,,,,
8/30/2000,"13 21 24 38 40 41 9",13,21,24,38,40,41,9,"£4,293,145","£4,293,145",,,,,,,
8/26/2000,"4 11 16 29 34 35 13",4,11,16,29,34,35,13,"£7,549,035","£7,549,035",,,,,,,
8/23/2000,"3 31 32 37 38 47 20",3,31,32,37,38,47,20,"£13,667,156","£13,667,156",,,,,,,
8/19/2000,"5 22 34 38 43 46 9",5,22,34,38,43,46,9,"£7,507,235 Rolled","£7,507,235",,,,,,,
8/16/2000,"11 24 33 34 37 45 43",11,24,33,34,37,45,43,"£4,236,992","£4,236,992",,,,,,,
12/8/2000,"6 31 35 36 43 46 33",6,31,35,36,43,46,33,"£8,291,600","£8,291,600",,,,,,,
9/8/2000,"10 14 32 35 36 43 37",10,14,32,35,36,43,37,"£4,405,206","£4,405,206",,,,,,,
5/8/2000,"1 3 35 37 39 48 26",1,3,35,37,39,48,26,"£13,861,061","£13,861,061",,,,,,,
2/8/2000,"26 35 38 39 44 46 1",26,35,38,39,44,46,1,"£4,557,029 Rolled","£4,557,029",,,,,,,
7/29/2000,"29 30 33 37 45 48 15",29,30,33,37,45,48,15,"£13,262,874","£13,262,874",,,,,,,
7/26/2000,"2 28 29 40 43 47 30",2,28,29,40,43,47,30,"£4,259,148 Rolled","£4,259,148",,,,,,,
7/22/2000,"13 16 43 45 47 48 36",13,16,43,45,47,48,36,"£13,152,318","£13,152,318",,,,,,,
7/19/2000,"16 23 31 33 38 41 20",16,23,31,33,38,41,20,"£4,100,047 Rolled","£4,100,047",,,,,,,
7/15/2000,"1 2 7 35 39 44 14",1,2,7,35,39,44,14,"£7,548,004","£7,548,004",,,,,,,
7/12/2000,"4 12 21 27 41 49 40",4,12,21,27,41,49,40,"£13,852,529","£13,852,529",,,,,,,
7/8/2000,"21 30 35 38 41 46 26",21,30,35,38,41,46,26,"£8,312,898 Rolled","£8,312,898",,,,,,,
7/5/2000,"6 11 19 23 25 28 35",6,11,19,23,25,28,35,"£11,573,625","£11,573,625",,,,,,,
7/1/2000,"11 16 22 39 42 48 38",11,16,22,39,42,48,38,"£7,248,915 Rolled","£7,248,915",,,,,,,
6/28/2000,"8 10 27 38 40 46 3",8,10,27,38,40,46,3,"£3,844,344","£3,844,344",,,,,,,
6/24/2000,"6 9 32 34 42 48 4",6,9,32,34,42,48,4,"£7,033,499","£7,033,499",,,,,,,
6/21/2000,"1 10 24 33 37 46 4",1,10,24,33,37,46,4,"£4,190,283","£4,190,283",,,,,,,
6/17/2000,"4 22 24 25 40 43 6",4,22,24,25,40,43,6,"£7,362,116","£7,362,116",,,,,,,
6/14/2000,"4 7 23 24 26 38 3",4,7,23,24,26,38,3,"£3,336,680","£3,336,680",,,,,,,
6/10/2000,"1 14 15 35 44 47 34",1,14,15,35,44,47,34,"£7,840,923","£7,840,923",,,,,,,
6/7/2000,"2 5 20 24 28 39 21",2,5,20,24,28,39,21,"£3,690,387","£3,690,387",,,,,,,
6/3/2000,"3 8 19 35 36 48 21",3,8,19,35,36,48,21,"£7,227,090","£7,227,090",,,,,,,
5/31/2000,"1 11 14 19 38 44 45",1,11,14,19,38,44,45,"£3,563,374","£3,563,374",,,,,,,
5/27/2000,"21 23 33 34 43 45 40",21,23,33,34,43,45,40,"£7,381,732","£7,381,732",,,,,,,
5/24/2000,"6 8 21 36 38 46 33",6,8,21,36,38,46,33,"£4,225,710","£4,225,710",,,,,,,
5/20/2000,"7 11 18 21 25 44 28",7,11,18,21,25,44,28,"£5,012,073","£5,012,073",,,,,,,
5/17/2000,"1 10 11 15 21 48 7",1,10,11,15,21,48,7,"£19,906,724","£19,906,724",,,,,,,
5/13/2000,"6 30 35 42 44 45 33",6,30,35,42,44,45,33,"£12,956,058 Rolled","£12,956,058",,,,,,,
5/10/2000,"10 18 29 37 38 46 4",10,18,29,37,38,46,4,"£3,996,369 Rolled","£3,996,369",,,,,,,
5/6/2000,"2 3 30 31 41 45 23",2,3,30,31,41,45,23,"£8,030,633","£8,030,633",,,,,,,
5/3/2000,"5 6 24 36 38 48 15",5,6,24,36,38,48,15,"£3,974,333","£3,974,333",,,,,,,
4/29/2000,"15 16 19 27 29 42 24",15,16,19,27,29,42,24,"£6,702,652","£6,702,652",,,,,,,
4/26/2000,"4 9 14 28 36 39 6",4,9,14,28,36,39,6,"£3,520,494","£3,520,494",,,,,,,
4/22/2000,"26 31 35 43 48 49 38",26,31,35,43,48,49,38,"£8,890,009","£8,890,009",,,,,,,
4/19/2000,"1 3 7 19 29 44 25",1,3,7,19,29,44,25,"£2,838,972","£2,838,972",,,,,,,
4/15/2000,"2 23 28 31 46 48 42",2,23,28,31,46,48,42,"£20,000,000","£20,000,000",,,,,,,
4/12/2000,"9 12 19 22 26 34 44",9,12,19,22,26,34,44,"£15,000,000","£15,000,000",,,,,,,
4/8/2000,"18 23 30 46 47 49 31",18,23,30,46,47,49,31,"£13,700,000","£13,700,000",,,,,,,
4/5/2000,"2 3 7 10 40 48 37",2,3,7,10,40,48,37,"£3,717,385 Rolled","£3,717,385",,,,,,,
4/1/2000,"3 11 19 25 29 30 16",3,11,19,25,29,30,16,"£10,293,450","£10,293,450",,,,,,,
3/29/2000,"11 18 20 23 28 32 15",11,18,20,23,28,32,15,"£3,562,243 Rolled","£3,562,243",,,,,,,
3/25/2000,"15 22 23 27 32 37 43",15,22,23,27,32,37,43,"£12,304,656","£12,304,656",,,,,,,
3/22/2000,"6 18 20 33 36 40 10",6,18,20,33,36,40,10,"£4,082,440 Rolled","£4,082,440",,,,,,,
3/18/2000,"5 8 15 16 22 39 31",5,8,15,16,22,39,31,"£6,473,428","£6,473,428",,,,,,,
3/15/2000,"7 12 25 28 30 40 37",7,12,25,28,30,40,37,"£12,470,286","£12,470,286",,,,,,,
3/11/2000,"7 12 37 42 46 49 9",7,12,37,42,46,49,9,"£7,648,327 Rolled","£7,648,327",,,,,,,
3/8/2000,"6 18 22 32 36 46 24",6,18,22,32,36,46,24,"£4,094,127","£4,094,127",,,,,,,
3/4/2000,"11 13 19 26 28 47 8",11,13,19,26,28,47,8,"£6,656,450","£6,656,450",,,,,,,
3/1/2000,"4 8 10 12 15 30 34",4,8,10,12,15,30,34,"£3,110,130","£3,110,130",,,,,,,
2/26/2000,"3 5 6 8 16 45 1",3,5,6,8,16,45,1,"£6,769,806","£6,769,806",,,,,,,
2/23/2000,"11 17 18 20 39 47 43",11,17,18,20,39,47,43,"£4,170,200","£4,170,200",,,,,,,
2/19/2000,"1 5 11 32 43 46 38",1,5,11,32,43,46,38,"£7,722,697","£7,722,697",,,,,,,
2/16/2000,"6 7 12 16 19 42 18",6,7,12,16,19,42,18,"£3,259,558","£3,259,558",,,,,,,
2/12/2000,"4 6 12 17 18 19 37",4,6,12,17,18,19,37,"£6,073,920","£6,073,920",,,,,,,
2/9/2000,"3 6 14 19 32 41 35",3,6,14,19,32,41,35,"£14,500,018","£14,500,018",,,,,,,
2/5/2000,"21 38 40 46 47 49 48",21,38,40,46,47,49,48,"£8,947,604 Rolled","£8,947,604",,,,,,,
2/2/2000,"10 30 31 32 39 42 25",10,30,31,32,39,42,25,"£4,358,085","£4,358,085",,,,,,,
1/29/2000,"5 7 17 21 27 48 37",5,7,17,21,27,48,37,"£5,587,666","£5,587,666",,,,,,,
1/26/2000,"6 14 21 28 41 43 30",6,14,21,28,41,43,30,"£3,797,372","£3,797,372",,,,,,,
1/22/2000,"7 9 10 40 41 44 14",7,9,10,40,41,44,14,"£7,649,520","£7,649,520",,,,,,,
1/19/2000,"4 16 17 43 46 48 5",4,16,17,43,46,48,5,"£4,521,663","£4,521,663",,,,,,,
1/15/2000,"10 12 16 17 31 47 21",10,12,16,17,31,47,21,"£7,669,648","£7,669,648",,,,,,,
1/12/2000,"3 10 14 17 19 27 49",3,10,14,17,19,27,49,"£30,554,181","£30,554,181",,,,,,,
1/8/2000,"13 18 32 34 39 41 2",13,18,32,34,39,41,2,"£23,313,361 Rolled","£23,313,361",,,,,,,
1/5/2000,"5 22 25 30 31 33 7",5,22,25,30,31,33,7,"£3,313,361 Rolled","£3,313,361",,,,,,,
1/1/2000,"2 5 14 23 27 48 38",2,5,14,23,27,48,38,"£5,851,945","£5,851,945",,,,,,,
12/29/1999,"16 26 33 36 39 47 43",16,26,33,36,39,47,43,"£4,268,328","£4,268,328",,,,,,,
"12/24/1999","2 21 23 24 25 35 38",2,21,23,24,25,35,38,"£12,951,111","£12,951,111",,,,,,,
12/22/1999,"29 32 39 46 47 49 24",29,32,39,46,47,49,24,"£4,320,468 Rolled","£4,320,468",,,,,,,
12/18/1999,"6 7 12 13 18 29 25",6,7,12,13,18,29,25,"£5,723,376","£5,723,376",,,,,,,
12/15/1999,"4 9 16 35 43 44 27",4,9,16,35,43,44,27,"£3,619,782","£3,619,782",,,,,,,
12/11/1999,"5 9 27 37 43 46 28",5,9,27,37,43,46,28,"£10,903,878","£10,903,878",,,,,,,
12/8/1999,"7 10 11 26 31 33 39",7,10,11,26,31,33,39,"£3,204,154 Rolled","£3,204,154",,,,,,,
12/4/1999,"16 23 25 31 35 47 48",16,23,25,31,35,47,48,"£7,771,206","£7,771,206",,,,,,,
12/1/1999,"28 36 37 38 42 47 23",28,36,37,38,42,47,23,"£4,172,678","£4,172,678",,,,,,,
11/27/1999,"8 10 22 46 47 49 32",8,10,22,46,47,49,32,"£8,252,958","£8,252,958",,,,,,,
11/24/1999,"1 12 16 33 34 44 37",1,12,16,33,34,44,37,"£3,870,801","£3,870,801",,,,,,,
11/20/1999,"7 9 15 20 29 34 6",7,9,15,20,29,34,6,"£20,000,000","£20,000,000",,,,,,,
11/17/1999,"2 6 23 31 33 36 20",2,6,23,31,33,36,20,"£3,874,853","£3,874,853",,,,,,,
11/13/1999,"7 10 21 28 29 39 2",7,10,21,28,29,39,2,"£6,240,358","£6,240,358",,,,,,,
11/10/1999,"2 10 18 19 28 35 26",2,10,18,19,28,35,26,"£3,288,384","£3,288,384",,,,,,,
11/6/1999,"8 10 23 34 36 46 2",8,10,23,34,36,46,2,"£7,874,184","£7,874,184",,,,,,,
11/3/1999,"3 22 25 31 35 37 48",3,22,25,31,35,37,48,"£3,988,576","£3,988,576",,,,,,,
10/30/1999,"10 15 17 27 44 47 14",10,15,17,27,44,47,14,"£6,540,564","£6,540,564",,,,,,,
10/27/1999,"4 9 13 22 25 32 3",4,9,13,22,25,32,3,"£3,130,136","£3,130,136",,,,,,,
10/23/1999,"4 8 10 15 25 39 49",4,8,10,15,25,39,49,"£6,856,746","£6,856,746",,,,,,,
10/20/1999,"9 18 27 29 33 43 48",9,18,27,29,33,43,48,"£2,949,115","£2,949,115",,,,,,,
10/16/1999,"11 25 27 31 40 41 12",11,25,27,31,40,41,12,"£11,550,350","£11,550,350",,,,,,,
10/13/1999,"3 19 23 29 33 34 10",3,19,23,29,33,34,10,"£3,396,881 Rolled","£3,396,881",,,,,,,
10/9/1999,"8 15 26 29 38 46 12",8,15,26,29,38,46,12,"£7,469,583","£7,469,583",,,,,,,
10/6/1999,"9 13 19 21 30 45 37",9,13,19,21,30,45,37,"£3,435,264","£3,435,264",,,,,,,
10/2/1999,"3 14 28 37 38 49 33",3,14,28,37,38,49,33,"£7,173,623","£7,173,623",,,,,,,
9/29/1999,"1 3 8 33 39 43 49",1,3,8,33,39,43,49,"£3,678,446","£3,678,446",,,,,,,
9/25/1999,"18 20 26 30 43 49 36",18,20,26,30,43,49,36,"£10,000,000","£10,000,000",,,,,,,
9/22/1999,"6 16 21 28 37 44 15",6,16,21,28,37,44,15,"£3,547,464","£3,547,464",,,,,,,
9/18/1999,"5 11 15 18 23 33 38",5,11,15,18,23,33,38,"£10,000,000","£10,000,000",,,,,,,
9/15/1999,"9 14 27 30 32 49 3",9,14,27,30,32,49,3,"£3,777,460","£3,777,460",,,,,,,
9/11/1999,"2 4 16 21 29 46 5",2,4,16,21,29,46,5,"£10,000,002","£10,000,002",,,,,,,
9/8/1999,"8 10 17 22 36 38 34",8,10,17,22,36,38,34,"£3,522,549","£3,522,549",,,,,,,
9/4/1999,"3 5 7 10 14 20 16",3,5,7,10,14,20,16,"£10,000,000","£10,000,000",,,,,,,
9/1/1999,"3 5 19 27 39 49 15",3,5,19,27,39,49,15,"£3,220,396","£3,220,396",,,,,,,
8/28/1999,"6 14 15 17 27 47 29",6,14,15,17,27,47,29,"£6,862,953","£6,862,953",,,,,,,
8/25/1999,"1 8 20 22 36 48 11",1,8,20,22,36,48,11,"£4,087,678","£4,087,678",,,,,,,
8/21/1999,"12 15 16 17 42 48 45",12,15,16,17,42,48,45,"£12,824,100","£12,824,100",,,,,,,
8/18/1999,"6 8 13 34 38 45 17",6,8,13,34,38,45,17,"£4,035,865 Rolled","£4,035,865",,,,,,,
8/14/1999,"1 9 18 24 38 44 26",1,9,18,24,38,44,26,"£11,509,730","£11,509,730",,,,,,,
11/8/1999,"1 15 22 38 39 48 25",1,15,22,38,39,48,25,"£4,326,078 Rolled","£4,326,078",,,,,,,
7/8/1999,"4 7 19 22 24 46 47",4,7,19,22,24,46,47,"£6,426,302","£6,426,302",,,,,,,
4/8/1999,"3 4 9 29 31 36 41",3,4,9,29,31,36,41,"£3,435,486","£3,435,486",,,,,,,
7/31/1999,"12 26 27 32 46 49 42",12,26,27,32,46,49,42,"£8,054,456","£8,054,456",,,,,,,
7/28/1999,"3 14 30 32 46 49 10",3,14,30,32,46,49,10,"£4,270,241","£4,270,241",,,,,,,
7/24/1999,"8 25 26 37 38 48 24",8,25,26,37,38,48,24,"£7,579,822","£7,579,822",,,,,,,
7/21/1999,"12 17 26 32 33 46 4",12,17,26,32,33,46,4,"£4,095,236","£4,095,236",,,,,,,
7/17/1999,"3 15 23 42 45 48 46",3,15,23,42,45,48,46,"£20,000,004","£20,000,004",,,,,,,
7/14/1999,"1 15 21 37 41 42 43",1,15,21,37,41,42,43,"£5,639,842","£5,639,842",,,,,,,
7/10/1999,"5 7 15 26 35 40 45",5,7,15,26,35,40,45,"£6,476,320","£6,476,320",,,,,,,
7/7/1999,"4 6 8 41 43 44 28",4,6,8,41,43,44,28,"£3,972,175","£3,972,175",,,,,,,
7/3/1999,"11 17 28 36 42 44 37",11,17,28,36,42,44,37,"£5,904,198","£5,904,198",,,,,,,
6/30/1999,"2 14 19 25 32 49 31",2,14,19,25,32,49,31,"£3,830,984","£3,830,984",,,,,,,
6/26/1999,"2 17 18 23 30 40 43",2,17,18,23,30,40,43,"£7,011,826","£7,011,826",,,,,,,
6/23/1999,"8 11 18 30 33 43 34",8,11,18,30,33,43,34,"£3,398,955","£3,398,955",,,,,,,
6/19/1999,"4 6 20 24 41 42 38",4,6,20,24,41,42,38,"£7,694,079","£7,694,079",,,,,,,
6/16/1999,"17 21 25 37 38 45 5",17,21,25,37,38,45,5,"£4,035,538","£4,035,538",,,,,,,
6/12/1999,"3 18 21 23 36 49 47",3,18,21,23,36,49,47,"£12,394,765","£12,394,765",,,,,,,
6/9/1999,"8 10 12 34 46 48 20",8,10,12,34,46,48,20,"£4,233,498 Rolled","£4,233,498",,,,,,,
6/5/1999,"11 20 24 28 35 48 33",11,20,24,28,35,48,33,"£8,169,785","£8,169,785",,,,,,,
6/2/1999,"17 23 27 34 36 37 12",17,23,27,34,36,37,12,"£3,828,164","£3,828,164",,,,,,,
5/29/1999,"3 7 9 12 43 44 45",3,7,9,12,43,44,45,"£10,611,918","£10,611,918",,,,,,,
5/26/1999,"14 22 26 29 33 46 10",14,22,26,29,33,46,10,"£4,236,783 Rolled","£4,236,783",,,,,,,
5/22/1999,"8 11 14 24 26 49 45",8,11,14,24,26,49,45,"£7,429,320","£7,429,320",,,,,,,
5/19/1999,"1 2 5 27 38 49 41",1,2,5,27,38,49,41,"£3,705,088","£3,705,088",,,,,,,
5/15/1999,"4 14 18 24 27 40 33",4,14,18,24,27,40,33,"£6,895,480","£6,895,480",,,,,,,
5/12/1999,"8 9 26 29 38 47 44",8,9,26,29,38,47,44,"£3,873,312","£3,873,312",,,,,,,
5/8/1999,"1 12 24 31 33 47 7",1,12,24,31,33,47,7,"£7,879,390","£7,879,390",,,,,,,
5/5/1999,"7 13 17 22 39 44 18",7,13,17,22,39,44,18,"£3,139,720","£3,139,720",,,,,,,
5/1/1999,"7 20 24 31 33 40 49",7,20,24,31,33,40,49,"£20,000,000","£20,000,000",,,,,,,
4/28/1999,"15 23 24 36 43 49 11",15,23,24,36,43,49,11,"£4,381,725","£4,381,725",,,,,,,
4/24/1999,"3 8 11 25 46 47 30",3,8,11,25,46,47,30,"£7,696,085","£7,696,085",,,,,,,
4/21/1999,"3 12 22 31 44 46 45",3,12,22,31,44,46,45,"£3,770,742","£3,770,742",,,,,,,
4/17/1999,"3 16 28 29 41 46 6",3,16,28,29,41,46,6,"£8,185,387","£8,185,387",,,,,,,
4/14/1999,"5 9 12 25 30 32 38",5,9,12,25,30,32,38,"£3,044,226","£3,044,226",,,,,,,
4/10/1999,"10 18 25 32 35 36 2",10,18,25,32,35,36,2,"£8,082,214","£8,082,214",,,,,,,
4/7/1999,"10 15 23 27 29 46 38",10,15,23,27,29,46,38,"£4,074,606","£4,074,606",,,,,,,
4/3/1999,"3 7 9 15 40 43 11",3,7,9,15,40,43,11,"£6,775,713","£6,775,713",,,,,,,
3/31/1999,"1 5 12 24 26 38 11",1,5,12,24,26,38,11,"£3,569,796","£3,569,796",,,,,,,
3/27/1999,"9 25 30 36 44 48 2",9,25,30,36,44,48,2,"£7,675,788","£7,675,788",,,,,,,
3/24/1999,"13 21 27 32 45 48 22",13,21,27,32,45,48,22,"£4,392,588","£4,392,588",,,,,,,
3/20/1999,"13 17 25 29 45 49 28",13,17,25,29,45,49,28,"£13,422,717","£13,422,717",,,,,,,
3/17/1999,"1 7 29 38 45 46 35",1,7,29,38,45,46,35,"£4,410,472 Rolled","£4,410,472",,,,,,,
3/13/1999,"1 2 15 17 24 44 22",1,2,15,17,24,44,22,"£7,379,860","£7,379,860",,,,,,,
3/10/1999,"8 18 27 32 36 49 46",8,18,27,32,36,49,46,"£4,155,692","£4,155,692",,,,,,,
3/6/1999,"8 32 33 37 43 47 45",8,32,33,37,43,47,45,"£8,320,209","£8,320,209",,,,,,,
3/3/1999,"20 22 24 25 36 40 1",20,22,24,25,36,40,1,"£14,275,044","£14,275,044",,,,,,,
2/27/1999,"1 7 13 15 38 43 47",1,7,13,15,38,43,47,"£7,505,165 Rolled","£7,505,165",,,,,,,
2/24/1999,"2 3 13 27 34 48 41",2,3,13,27,34,48,41,"£3,806,736","£3,806,736",,,,,,,
2/20/1999,"3 9 17 23 29 40 44",3,9,17,23,29,40,44,"£6,035,601","£6,035,601",,,,,,,
2/17/1999,"2 22 31 32 40 42 33",2,22,31,32,40,42,33,"£4,189,221","£4,189,221",,,,,,,
2/13/1999,"5 23 26 27 47 49 48",5,23,26,27,47,49,48,"£8,198,811","£8,198,811",,,,,,,
2/10/1999,"2 20 21 33 35 49 32",2,20,21,33,35,49,32,"£4,616,142","£4,616,142",,,,,,,
2/6/1999,"2 17 23 38 40 49 10",2,17,23,38,40,49,10,"£8,197,250","£8,197,250",,,,,,,
2/3/1999,"3 16 18 24 39 47 17",3,16,18,24,39,47,17,"£4,198,436","£4,198,436",,,,,,,
1/30/1999,"7 19 32 37 40 44 47",7,19,32,37,40,44,47,"£7,407,672","£7,407,672",,,,,,,
1/27/1999,"2 3 6 20 21 22 11",2,3,6,20,21,22,11,"£3,959,720","£3,959,720",,,,,,,
1/23/1999,"1 8 10 17 32 47 2",1,8,10,17,32,47,2,"£7,868,414","£7,868,414",,,,,,,
1/20/1999,"4 8 14 19 28 40 12",4,8,14,19,28,40,12,"£3,486,888","£3,486,888",,,,,,,
1/16/1999,"11 26 28 32 41 42 44",11,26,28,32,41,42,44,"£8,175,764","£8,175,764",,,,,,,
1/13/1999,"6 25 27 35 42 48 15",6,25,27,35,42,48,15,"£4,233,785","£4,233,785",,,,,,,
1/9/1999,"1 15 23 34 37 40 45",1,15,23,34,37,40,45,"£8,901,834","£8,901,834",,,,,,,
1/6/1999,"2 11 18 21 23 47 27",2,11,18,21,23,47,27,"£3,827,728","£3,827,728",,,,,,,
1/2/1999,"4 31 33 38 41 46 22",4,31,33,38,41,46,22,"£9,305,051","£9,305,051",,,,,,,
12/30/1998,"3 13 18 24 34 49 33",3,13,18,24,34,49,33,"£4,329,489","£4,329,489",,,,,,,
12/26/1998,"2 8 11 32 35 41 4",2,8,11,32,35,41,4,"£7,724,025","£7,724,025",,,,,,,
12/23/1998,"4 12 18 30 38 47 20",4,12,18,30,38,47,20,"£4,123,360","£4,123,360",,,,,,,
12/19/1998,"9 10 18 25 28 48 34",9,10,18,25,28,48,34,"£11,861,245","£11,861,245",,,,,,,
12/16/1998,"11 19 20 24 29 40 9",11,19,20,24,29,40,9,"£4,136,006 Rolled","£4,136,006",,,,,,,
12/12/1998,"26 28 38 39 41 46 25",26,28,38,39,41,46,25,"£9,110,738","£9,110,738",,,,,,,
12/9/1998,"1 7 39 40 45 49 38",1,7,39,40,45,49,38,"£4,688,890","£4,688,890",,,,,,,
12/5/1998,"4 7 23 26 27 35 28",4,7,23,26,27,35,28,"£7,254,452","£7,254,452",,,,,,,
12/2/1998,"7 11 16 28 37 49 30",7,11,16,28,37,49,30,"£3,774,468","£3,774,468",,,,,,,
11/28/1998,"4 25 26 30 37 45 46",4,25,26,30,37,45,46,"£14,003,369","£14,003,369",,,,,,,
11/25/1998,"4 8 30 37 39 43 31",4,8,30,37,39,43,31,"£4,379,707 Rolled","£4,379,707",,,,,,,
11/21/1998,"7 9 17 22 38 49 47",7,9,17,22,38,49,47,"£25,000,000","£25,000,000",,,,,,,
11/18/1998,"2 8 12 30 35 47 39",2,8,12,30,35,47,39,"£4,205,382","£4,205,382",,,,,,,
11/14/1998,"7 11 12 17 23 39 42",7,11,12,17,23,39,42,"£6,173,842","£6,173,842",,,,,,,
11/11/1998,"5 11 19 25 29 49 12",5,11,19,25,29,49,12,"£3,426,592","£3,426,592",,,,,,,
11/7/1998,"13 24 25 31 32 44 43",13,24,25,31,32,44,43,"£7,222,608","£7,222,608",,,,,,,
11/4/1998,"2 9 11 23 24 42 27",2,9,11,23,24,42,27,"£3,153,555","£3,153,555",,,,,,,
10/31/1998,"5 9 12 14 18 38 35",5,9,12,14,18,38,35,"£6,041,607","£6,041,607",,,,,,,
10/28/1998,"1 2 7 17 31 49 41",1,2,7,17,31,49,41,"£3,828,765","£3,828,765",,,,,,,
10/24/1998,"6 8 15 23 26 41 49",6,8,15,23,26,41,49,"£7,561,576","£7,561,576",,,,,,,
10/21/1998,"3 11 15 41 42 48 26",3,11,15,41,42,48,26,"£4,332,863","£4,332,863",,,,,,,
10/17/1998,"3 25 36 37 41 45 9",3,25,36,37,41,45,9,"£8,904,558","£8,904,558",,,,,,,
10/14/1998,"1 2 5 15 41 45 24",1,2,5,15,41,45,24,"£4,221,210","£4,221,210",,,,,,,
10/10/1998,"11 13 21 26 43 46 38",11,13,21,26,43,46,38,"£8,388,856","£8,388,856",,,,,,,
10/7/1998,"2 12 24 29 30 33 41",2,12,24,29,30,33,41,"£3,950,249","£3,950,249",,,,,,,
10/3/1998,"1 11 18 19 22 32 41",1,11,18,19,22,32,41,"£12,096,998","£12,096,998",,,,,,,
9/30/1998,"10 12 14 28 31 38 27",10,12,14,28,31,38,27,"£3,626,121 Rolled","£3,626,121",,,,,,,
9/26/1998,"6 15 18 29 35 40 49",6,15,18,29,35,40,49,"£8,261,120","£8,261,120",,,,,,,
9/23/1998,"9 11 14 26 28 39 27",9,11,14,26,28,39,27,"£13,951,322","£13,951,322",,,,,,,
9/19/1998,"24 26 27 28 34 40 9",24,26,27,28,34,40,9,"£9,150,559 Rolled","£9,150,559",,,,,,,
9/16/1998,"18 25 28 36 40 45 43",18,25,28,36,40,45,43,"£4,090,444","£4,090,444",,,,,,,
9/12/1998,"3 15 23 25 28 33 29",3,15,23,25,28,33,29,"£11,037,408","£11,037,408",,,,,,,
9/9/1998,"1 2 9 27 28 32 25",1,2,9,27,28,32,25,"£3,690,059 Rolled","£3,690,059",,,,,,,
9/5/1998,"9 10 11 27 42 47 8",9,10,11,27,42,47,8,"£7,127,275","£7,127,275",,,,,,,
9/2/1998,"7 19 27 33 39 43 9",7,19,27,33,39,43,9,"£3,240,016","£3,240,016",,,,,,,
