"Draw date","Results","Winning Numbers",,,,,,"B","Jackpot","Jackpot",,,,,,,
11/13/2013,"4 6 15 23 36 44 11 There were 50 Lotto Raffle numbers in this draw",4,6,15,23,36,44,11,"£1,914,904 Rolled","£1,914,904",,,,,,,
11/9/2013,"1 2 6 29 32 47 13 There were 50 Lotto Raffle numbers in this draw",1,2,6,29,32,47,13,"£4,803,934","£4,803,934",,,,,,,
11/6/2013,"5 6 14 18 29 33 7 There were 50 Lotto Raffle numbers in this draw",5,6,14,18,29,33,7,"£2,042,488","£2,042,488",,,,,,,
11/2/2013,"10 28 32 36 37 49 27 There were 100 Lotto Raffle numbers in this draw",10,28,32,36,37,49,27,"£7,959,312","£7,959,312",,,,,,,
10/30/2013,"20 23 26 29 34 41 32 There were 50 Lotto Raffle numbers in this draw",20,23,26,29,34,41,32,"£2,949,764 Rolled","£2,949,764",,,,,,,
10/26/2013,"10 14 20 22 45 49 9 There were 50 Lotto Raffle numbers in this draw",10,14,20,22,45,49,9,"£5,206,351","£5,206,351",,,,,,,
10/23/2013,"10 18 27 37 41 47 33 There were 50 Lotto Raffle numbers in this draw",10,18,27,37,41,47,33,"£2,665,302","£2,665,302",,,,,,,
10/19/2013,"3 12 19 21 29 31 15 There were 100 Lotto Raffle numbers in this draw",3,12,19,21,29,31,15,"£4,860,213","£4,860,213",,,,,,,
10/16/2013,"12 15 24 26 31 35 36 There were 50 Lotto Raffle numbers in this draw",12,15,24,26,31,35,36,"£2,500,000 Rolled","£2,500,000",,,,,,,
10/12/2013,"5 12 21 26 33 45 35 There were 1000 Lotto Raffle numbers in this draw",5,12,21,26,33,45,35,"£10,000,000","£10,000,000",,,,,,,
10/9/2013,"4 11 27 34 36 45 9 There were 50 Lotto Raffle numbers in this draw",4,11,27,34,36,45,9,"£2,427,084","£2,427,084",,,,,,,
10/5/2013,"5 15 17 19 20 47 38 There were 1000 Lotto Raffle numbers in this draw",5,15,17,19,20,47,38,"£10,000,000","£10,000,000",,,,,,,
10/2/2013,"16 17 21 27 30 37 15",16,17,21,27,30,37,15,"£1,969,122","£1,969,122",,,,,,,
9/28/2013,"10 12 14 25 46 48 31",10,12,14,25,46,48,31,"£3,777,260","£3,777,260",,,,,,,
9/25/2013,"5 7 20 24 30 41 37",5,7,20,24,30,41,37,"£6,175,986","£6,175,986",,,,,,,
9/21/2013,"11 15 36 37 38 45 9",11,15,36,37,38,45,9,"£4,119,018 Rolled","£4,119,018",,,,,,,
9/18/2013,"2 4 5 17 22 29 14",2,4,5,17,22,29,14,"£8,245,874","£8,245,874",,,,,,,
9/14/2013,"18 20 24 30 39 48 46",18,20,24,30,39,48,46,"£6,305,959 Rolled","£6,305,959",,,,,,,
9/11/2013,"7 24 27 31 40 41 33",7,24,27,31,40,41,33,"£2,084,895 Rolled","£2,084,895",,,,,,,
9/7/2013,"1 11 12 13 35 42 5",1,11,12,13,35,42,5,"£3,676,642","£3,676,642",,,,,,,
9/4/2013,"6 7 8 13 24 28 18",6,7,8,13,24,28,18,"£1,449,365","£1,449,365",,,,,,,
8/31/2013,"4 14 15 17 21 31 48",4,14,15,17,21,31,48,"£3,416,238","£3,416,238",,,,,,,
8/28/2013,"1 5 17 19 37 47 11",1,5,17,19,37,47,11,"£6,252,743","£6,252,743",,,,,,,
8/24/2013,"5 20 26 40 42 48 1",5,20,26,40,42,48,1,"£4,101,234 Rolled","£4,101,234",,,,,,,
8/21/2013,"3 4 27 29 47 49 23",3,4,27,29,47,49,23,"£1,982,520","£1,982,520",,,,,,,
8/17/2013,"15 25 26 33 34 41 43",15,25,26,33,34,41,43,"£6,676,215","£6,676,215",,,,,,,
8/14/2013,"12 18 38 39 45 49 19",12,18,38,39,45,49,19,"£2,298,119 Rolled","£2,298,119",,,,,,,
10/8/2013,"14 15 17 26 35 46 18",14,15,17,26,35,46,18,"£12,421,424","£12,421,424",,,,,,,
7/8/2013,"3 16 20 26 28 43 15",3,16,20,26,28,43,15,"£7,622,452 Rolled","£7,622,452",,,,,,,
3/8/2013,"3 5 9 13 17 37 15",3,5,9,13,17,37,15,"£5,042,671 Rolled","£5,042,671",,,,,,,
7/31/2013,"10 16 33 38 40 44 32",10,16,33,38,40,44,32,"£2,148,149 Rolled","£2,148,149",,,,,,,
7/27/2013,"12 13 18 39 43 49 37",12,13,18,39,43,49,37,"£6,492,541","£6,492,541",,,,,,,
7/24/2013,"22 26 30 40 42 47 4",22,26,30,40,42,47,4,"£2,295,221 Rolled","£2,295,221",,,,,,,
7/20/2013,"1 3 17 19 39 42 31",1,3,17,19,39,42,31,"£5,819,806","£5,819,806",,,,,,,
7/17/2013,"6 24 33 38 42 43 11",6,24,33,38,42,43,11,"£2,152,483 Rolled","£2,152,483",,,,,,,
7/13/2013,"12 15 24 36 45 49 32",12,15,24,36,45,49,32,"£3,782,812","£3,782,812",,,,,,,
7/10/2013,"3 9 10 16 20 22 35",3,9,10,16,20,22,35,"£1,541,920","£1,541,920",,,,,,,
7/6/2013,"16 24 27 39 45 49 44",16,24,27,39,45,49,44,"£3,998,105","£3,998,105",,,,,,,
7/3/2013,"15 27 31 40 41 49 1",15,27,31,40,41,49,1,"£2,374,046","£2,374,046",,,,,,,
6/29/2013,"7 13 25 31 34 45 4",7,13,25,31,34,45,4,"£6,053,028","£6,053,028",,,,,,,
6/26/2013,"8 11 29 34 40 41 35",8,11,29,34,40,41,35,"£2,235,126 Rolled","£2,235,126",,,,,,,
6/22/2013,"8 24 26 28 36 43 34",8,24,26,28,36,43,34,"£3,806,512","£3,806,512",,,,,,,
6/19/2013,"6 9 13 35 36 47 31",6,9,13,35,36,47,31,"£2,084,619","£2,084,619",,,,,,,
6/15/2013,"3 4 16 20 33 44 27",3,4,16,20,33,44,27,"£3,579,810","£3,579,810",,,,,,,
6/12/2013,"2 7 10 15 17 28 24",2,7,10,15,17,28,24,"£1,394,043","£1,394,043",,,,,,,
6/8/2013,"8 9 13 17 41 43 14",8,9,13,17,41,43,14,"£3,701,093","£3,701,093",,,,,,,
6/5/2013,"10 18 35 38 41 43 21",10,18,35,38,41,43,21,"£2,346,087","£2,346,087",,,,,,,
6/1/2013,"11 13 24 32 34 47 9",11,13,24,32,34,47,9,"£4,042,758","£4,042,758",,,,,,,
5/29/2013,"3 5 25 33 34 35 14",3,5,25,33,34,35,14,"£6,123,375","£6,123,375",,,,,,,
5/25/2013,"5 6 26 30 33 40 43",5,6,26,30,33,40,43,"£3,801,731 Rolled","£3,801,731",,,,,,,
5/22/2013,"10 23 35 39 45 46 1",10,23,35,39,45,46,1,"£2,351,406","£2,351,406",,,,,,,
5/18/2013,"3 5 24 31 48 49 15",3,5,24,31,48,49,15,"£3,753,310","£3,753,310",,,,,,,
5/15/2013,"4 5 6 20 30 35 34",4,5,6,20,30,35,34,"£8,379,678","£8,379,678",,,,,,,
5/11/2013,"9 12 24 25 26 43 3",9,12,24,25,26,43,3,"£5,880,153 Rolled","£5,880,153",,,,,,,
5/8/2013,"12 15 20 31 33 40 38",12,15,20,31,33,40,38,"£2,201,873 Rolled","£2,201,873",,,,,,,
5/4/2013,"11 12 22 27 40 44 37",11,12,22,27,40,44,37,"£3,503,856","£3,503,856",,,,,,,
5/1/2013,"7 8 11 12 39 42 2",7,8,11,12,39,42,2,"£1,775,186","£1,775,186",,,,,,,
4/27/2013,"1 13 25 39 41 44 26",1,13,25,39,41,44,26,"£6,147,975","£6,147,975",,,,,,,
4/24/2013,"9 11 16 17 18 38 47",9,11,16,17,18,38,47,"£1,842,395 Rolled","£1,842,395",,,,,,,
4/20/2013,"8 34 38 42 44 46 14",8,34,38,42,44,46,14,"£4,136,552","£4,136,552",,,,,,,
4/17/2013,"12 14 16 18 20 33 35",12,14,16,18,20,33,35,"£2,115,548","£2,115,548",,,,,,,
4/13/2013,"3 13 23 27 41 49 6",3,13,23,27,41,49,6,"£5,748,880","£5,748,880",,,,,,,
4/10/2013,"3 16 27 33 36 42 12",3,16,27,33,36,42,12,"£2,023,093 Rolled","£2,023,093",,,,,,,
4/6/2013,"11 21 22 41 47 48 36",11,21,22,41,47,48,36,"£4,217,690","£4,217,690",,,,,,,
4/3/2013,"5 11 21 32 42 48 28",5,11,21,32,42,48,28,"£2,024,512","£2,024,512",,,,,,,
3/30/2013,"8 15 24 40 43 45 33",8,15,24,40,43,45,33,"£4,293,105","£4,293,105",,,,,,,
3/27/2013,"8 10 22 24 37 44 2",8,10,22,24,37,44,2,"£1,922,325","£1,922,325",,,,,,,
3/23/2013,"3 14 16 19 37 44 31",3,14,16,19,37,44,31,"£3,653,254","£3,653,254",,,,,,,
3/20/2013,"4 11 14 27 43 46 42",4,11,14,27,43,46,42,"£1,997,902","£1,997,902",,,,,,,
3/16/2013,"1 11 12 27 48 49 19",1,11,12,27,48,49,19,"£6,022,815","£6,022,815",,,,,,,
3/13/2013,"6 8 21 23 41 46 5",6,8,21,23,41,46,5,"£2,152,226 Rolled","£2,152,226",,,,,,,
3/9/2013,"12 19 25 36 44 46 18",12,19,25,36,44,46,18,"£6,166,176","£6,166,176",,,,,,,
3/6/2013,"3 9 14 38 42 47 19",3,9,14,38,42,47,19,"£2,083,686 Rolled","£2,083,686",,,,,,,
3/2/2013,"6 9 23 31 35 48 11",6,9,23,31,35,48,11,"£3,827,721","£3,827,721",,,,,,,
2/27/2013,"2 14 20 23 24 30 22",2,14,20,23,24,30,22,"£1,960,710","£1,960,710",,,,,,,
2/23/2013,"2 16 25 30 31 32 36",2,16,25,30,31,32,36,"£6,299,421","£6,299,421",,,,,,,
2/20/2013,"3 6 36 44 45 48 47",3,6,36,44,45,48,47,"£2,208,226 Rolled","£2,208,226",,,,,,,
2/16/2013,"7 20 27 39 46 48 49",7,20,27,39,46,48,49,"£4,233,712","£4,233,712",,,,,,,
2/13/2013,"6 14 20 23 29 49 48",6,14,20,23,29,49,48,"£2,054,233","£2,054,233",,,,,,,
2/9/2013,"8 10 27 34 40 41 48",8,10,27,34,40,41,48,"£6,188,608","£6,188,608",,,,,,,
2/6/2013,"9 10 16 18 27 42 43",9,10,16,18,27,42,43,"£1,784,099 Rolled","£1,784,099",,,,,,,
2/2/2013,"2 12 13 14 21 30 39",2,12,13,14,21,30,39,"£6,034,942","£6,034,942",,,,,,,
1/30/2013,"9 10 24 43 47 48 5",9,10,24,43,47,48,5,"£2,329,071 Rolled","£2,329,071",,,,,,,
1/26/2013,"2 6 21 29 34 47 11",2,6,21,29,34,47,11,"£3,944,121","£3,944,121",,,,,,,
1/23/2013,"6 10 14 24 32 41 29",6,10,14,24,32,41,29,"£2,118,372","£2,118,372",,,,,,,
1/19/2013,"5 9 13 16 35 39 11",5,9,13,16,35,39,11,"£3,779,204","£3,779,204",,,,,,,
1/16/2013,"5 12 13 35 38 47 45",5,12,13,35,38,47,45,"£2,271,156","£2,271,156",,,,,,,
1/12/2013,"3 7 11 12 24 27 13",3,7,11,12,24,27,13,"£2,226,920","£2,226,920",,,,,,,
1/9/2013,"5 21 24 25 39 48 32",5,21,24,25,39,48,32,"£3,012,326","£3,012,326",,,,,,,
1/5/2013,"10 15 17 21 37 47 2",10,15,17,21,37,47,2,"£6,277,131","£6,277,131",,,,,,,
1/2/2013,"7 9 20 21 30 37 42",7,9,20,21,30,37,42,"£1,975,253 Rolled","£1,975,253",,,,,,,
12/29/2012,"6 8 31 37 40 48 36",6,8,31,37,40,48,36,"£4,295,160","£4,295,160",,,,,,,
12/26/2012,"3 11 17 39 47 49 34",3,11,17,39,47,49,34,"£6,356,273","£6,356,273",,,,,,,
12/22/2012,"4 14 28 34 43 44 13",4,14,28,34,43,44,13,"£4,093,125 Rolled","£4,093,125",,,,,,,
12/19/2012,"4 26 33 41 48 49 19",4,26,33,41,48,49,19,"£2,449,143","£2,449,143",,,,,,,
12/15/2012,"6 19 22 23 28 29 18",6,19,22,23,28,29,18,"£3,468,222","£3,468,222",,,,,,,
12/12/2012,"9 15 18 33 38 44 16",9,15,18,33,38,44,16,"£2,101,094","£2,101,094",,,,,,,
12/8/2012,"29 33 35 36 45 48 27",29,33,35,36,45,48,27,"£7,117,094","£7,117,094",,,,,,,
12/5/2012,"3 4 14 31 48 49 45",3,4,14,31,48,49,45,"£2,302,974 Rolled","£2,302,974",,,,,,,
12/1/2012,"5 27 31 32 38 49 1",5,27,31,32,38,49,1,"£6,992,667","£6,992,667",,,,,,,
11/28/2012,"14 28 37 38 45 48 18",14,28,37,38,45,48,18,"£2,480,160 Rolled","£2,480,160",,,,,,,
11/24/2012,"2 4 27 34 39 44 37",2,4,27,34,39,44,37,"£6,291,596","£6,291,596",,,,,,,
11/21/2012,"4 12 19 22 36 40 44",4,12,19,22,36,40,44,"£2,088,780 Rolled","£2,088,780",,,,,,,
11/17/2012,"17 19 20 21 25 26 14",17,19,20,21,25,26,14,"£4,136,356","£4,136,356",,,,,,,
11/14/2012,"14 15 17 29 30 33 37",14,15,17,29,30,33,37,"£6,692,418","£6,692,418",,,,,,,
11/10/2012,"10 23 24 25 30 37 45",10,23,24,25,30,37,45,"£4,093,058 Rolled","£4,093,058",,,,,,,
11/7/2012,"14 19 35 36 40 45 48",14,19,35,36,40,45,48,"£9,324,240","£9,324,240",,,,,,,
11/3/2012,"5 7 9 17 20 45 10",5,7,9,17,20,45,10,"£6,101,238 Rolled","£6,101,238",,,,,,,
10/31/2012,"7 30 32 36 40 41 45",7,30,32,36,40,41,45,"£2,542,927 Rolled","£2,542,927",,,,,,,
10/27/2012,"7 14 20 30 33 46 27",7,14,20,30,33,46,27,"£4,202,718","£4,202,718",,,,,,,
10/24/2012,"1 10 19 36 47 48 11",1,10,19,36,47,48,11,"£2,375,918","£2,375,918",,,,,,,
10/20/2012,"9 10 24 37 39 40 36",9,10,24,37,39,40,36,"£4,467,060","£4,467,060",,,,,,,
10/17/2012,"4 7 19 21 39 49 26",4,7,19,21,39,49,26,"£1,952,964","£1,952,964",,,,,,,
10/13/2012,"14 26 30 32 36 48 15",14,26,30,32,36,48,15,"£7,105,939","£7,105,939",,,,,,,
10/10/2012,"15 19 23 29 30 46 2",15,19,23,29,30,46,2,"£2,288,933 Rolled","£2,288,933",,,,,,,
10/6/2012,"1 11 16 18 27 42 4",1,11,16,18,27,42,4,"£3,788,635","£3,788,635",,,,,,,
10/3/2012,"3 9 11 29 45 46 19",3,9,11,29,45,46,19,"£2,059,080","£2,059,080",,,,,,,
9/29/2012,"1 6 7 8 25 42 39",1,6,7,8,25,42,39,"£19,549,950","£19,549,950",,,,,,,
9/26/2012,"6 8 11 39 40 43 22",6,8,11,39,40,43,22,"£14,710,616 Rolled","£14,710,616",,,,,,,
9/22/2012,"10 13 29 31 36 45 44",10,13,29,31,36,45,44,"£11,454,323 Rolled","£11,454,323",,,,,,,
9/19/2012,"5 14 19 23 33 48 40",5,14,19,23,33,48,40,"£6,710,762 Rolled","£6,710,762",,,,,,,
9/15/2012,"14 18 19 35 44 45 33",14,18,19,35,44,45,33,"£4,410,033 Rolled","£4,410,033",,,,,,,
9/12/2012,"14 16 21 22 24 41 32",14,16,21,22,24,41,32,"£2,355,336","£2,355,336",,,,,,,
9/8/2012,"8 15 21 26 28 32 29",8,15,21,26,28,32,29,"£6,392,389","£6,392,389",,,,,,,
9/5/2012,"17 22 26 27 39 41 43",17,22,26,27,39,41,43,"£2,398,291 Rolled","£2,398,291",,,,,,,
9/1/2012,"15 30 36 39 41 49 2",15,30,36,39,41,49,2,"£4,841,360","£4,841,360",,,,,,,
8/29/2012,"4 7 12 28 32 37 14",4,7,12,28,32,37,14,"£8,255,522","£8,255,522",,,,,,,
8/25/2012,"12 18 23 31 44 48 40",12,18,23,31,44,48,40,"£5,893,133 Rolled","£5,893,133",,,,,,,
8/22/2012,"3 11 23 28 30 48 29",3,11,23,28,30,48,29,"£1,841,774 Rolled","£1,841,774",,,,,,,
8/18/2012,"21 27 38 42 44 46 41",21,27,38,42,44,46,41,"£4,319,328","£4,319,328",,,,,,,
8/15/2012,"10 14 35 36 37 46 43",10,14,35,36,37,46,43,"£2,605,567","£2,605,567",,,,,,,
11/8/2012,"1 5 14 18 34 44 23",1,5,14,18,34,44,23,"£3,809,685","£3,809,685",,,,,,,
8/8/2012,"6 14 19 22 30 36 23",6,14,19,22,30,36,23,"£2,010,654","£2,010,654",,,,,,,
4/8/2012,"8 10 15 21 23 45 43",8,10,15,21,23,45,43,"£3,655,858","£3,655,858",,,,,,,
1/8/2012,"13 20 24 27 33 39 6",13,20,24,27,33,39,6,"£2,306,611","£2,306,611",,,,,,,
7/28/2012,"7 10 22 29 43 44 26",7,10,22,29,43,44,26,"£3,584,982","£3,584,982",,,,,,,
7/25/2012,"8 14 15 22 41 48 43",8,14,15,22,41,48,43,"£2,285,782","£2,285,782",,,,,,,
7/21/2012,"5 14 20 40 41 42 8",5,14,20,40,41,42,8,"£4,522,902","£4,522,902",,,,,,,
7/18/2012,"11 26 34 38 40 46 7",11,26,34,38,40,46,7,"£9,659,686","£9,659,686",,,,,,,
7/14/2012,"13 27 29 42 43 46 28",13,27,29,42,43,46,28,"£6,718,078 Rolled","£6,718,078",,,,,,,
7/11/2012,"12 19 28 29 38 49 30",12,19,28,29,38,49,30,"£2,188,570 Rolled","£2,188,570",,,,,,,
7/7/2012,"5 22 23 30 33 45 6",5,22,23,30,33,45,6,"£3,975,837","£3,975,837",,,,,,,
7/4/2012,"3 9 14 19 34 38 36",3,9,14,19,34,38,36,"£2,071,822","£2,071,822",,,,,,,
6/30/2012,"1 18 19 24 30 38 41",1,18,19,24,30,38,41,"£6,764,295","£6,764,295",,,,,,,
6/27/2012,"10 22 29 39 46 47 9",10,22,29,39,46,47,9,"£2,510,695 Rolled","£2,510,695",,,,,,,
6/23/2012,"3 25 28 30 39 45 5",3,25,28,30,39,45,5,"£4,216,914","£4,216,914",,,,,,,
6/20/2012,"6 10 12 30 36 49 4",6,10,12,30,36,49,4,"£2,071,920","£2,071,920",,,,,,,
6/16/2012,"3 19 21 37 40 49 35",3,19,21,37,40,49,35,"£4,324,677","£4,324,677",,,,,,,
6/13/2012,"12 25 29 34 45 47 16",12,25,29,34,45,47,16,"£2,450,516","£2,450,516",,,,,,,
6/9/2012,"5 14 24 26 37 44 30",5,14,24,26,37,44,30,"£6,308,976","£6,308,976",,,,,,,
6/6/2012,"9 17 20 27 37 41 3",9,17,20,27,37,41,3,"£2,183,604 Rolled","£2,183,604",,,,,,,
6/2/2012,"16 18 20 25 29 34 15",16,18,20,25,29,34,15,"£4,392,003","£4,392,003",,,,,,,
5/30/2012,"7 14 25 33 45 48 11",7,14,25,33,45,48,11,"£2,253,796","£2,253,796",,,,,,,
5/26/2012,"2 6 7 15 25 44 45",2,6,7,15,25,44,45,"£13,905,628","£13,905,628",,,,,,,
5/23/2012,"3 4 18 24 44 49 17",3,4,18,24,44,49,17,"£9,985,801 Rolled","£9,985,801",,,,,,,
5/19/2012,"1 19 39 40 42 46 22",1,19,39,40,42,46,22,"£7,339,166 Rolled","£7,339,166",,,,,,,
5/16/2012,"5 6 21 41 48 49 37",5,6,21,41,48,49,37,"£2,419,128 Rolled","£2,419,128",,,,,,,
5/12/2012,"1 5 18 21 23 33 20",1,5,18,21,23,33,20,"£3,634,865","£3,634,865",,,,,,,
5/9/2012,"2 7 8 10 22 23 46",2,7,8,10,22,23,46,"£1,451,285","£1,451,285",,,,,,,
5/5/2012,"4 13 17 26 27 40 36",4,13,17,26,27,40,36,"£3,861,900","£3,861,900",,,,,,,
5/2/2012,"18 22 25 35 39 41 31",18,22,25,35,39,41,31,"£2,569,920","£2,569,920",,,,,,,
4/28/2012,"1 3 9 23 37 46 6",1,3,9,23,37,46,6,"£3,949,504","£3,949,504",,,,,,,
4/25/2012,"8 13 18 21 40 44 42",8,13,18,21,40,44,42,"£7,021,206","£7,021,206",,,,,,,
4/21/2012,"10 23 25 34 41 47 30",10,23,25,34,41,47,30,"£4,525,291 Rolled","£4,525,291",,,,,,,
4/18/2012,"7 8 16 22 24 28 48",7,8,16,22,24,28,48,"£1,712,180","£1,712,180",,,,,,,
4/14/2012,"1 5 15 22 26 42 40",1,5,15,22,26,42,40,"£6,582,180","£6,582,180",,,,,,,
4/11/2012,"20 27 33 41 44 46 12",20,27,33,41,44,46,12,"£2,552,870 Rolled","£2,552,870",,,,,,,
4/7/2012,"12 16 23 25 31 42 18",12,16,23,25,31,42,18,"£6,352,278","£6,352,278",,,,,,,
4/4/2012,"9 23 26 33 40 44 31",9,23,26,33,40,44,31,"£2,246,062 Rolled","£2,246,062",,,,,,,
3/31/2012,"2 5 18 40 47 49 19",2,5,18,40,47,49,19,"£4,449,039","£4,449,039",,,,,,,
3/28/2012,"3 8 16 22 38 39 26",3,8,16,22,38,39,26,"£2,207,374","£2,207,374",,,,,,,
3/24/2012,"6 24 27 31 39 45 32",6,24,27,31,39,45,32,"£4,309,308","£4,309,308",,,,,,,
3/21/2012,"10 14 21 25 39 45 40",10,14,21,25,39,45,40,"£2,398,612","£2,398,612",,,,,,,
3/17/2012,"1 3 16 20 37 40 15",1,3,16,20,37,40,15,"£7,104,574","£7,104,574",,,,,,,
3/14/2012,"14 15 18 26 31 36 48",14,15,18,26,31,36,48,"£2,420,581 Rolled","£2,420,581",,,,,,,
3/10/2012,"1 3 12 23 37 43 33",1,3,12,23,37,43,33,"£3,953,430","£3,953,430",,,,,,,
3/7/2012,"2 8 11 28 35 44 17",2,8,11,28,35,44,17,"£1,954,314","£1,954,314",,,,,,,
3/3/2012,"7 20 23 28 31 40 42",7,20,23,28,31,40,42,"£4,120,260","£4,120,260",,,,,,,
2/29/2012,"13 14 29 41 46 49 43",13,14,29,41,46,49,43,"£7,015,538","£7,015,538",,,,,,,
2/25/2012,"7 25 26 27 29 32 33",7,25,26,27,29,32,33,"£3,990,174 Rolled","£3,990,174",,,,,,,
2/22/2012,"7 12 15 35 43 49 8",7,12,15,35,43,49,8,"£2,326,278","£2,326,278",,,,,,,
2/18/2012,"2 19 22 30 33 41 24",2,19,22,30,33,41,24,"£4,295,594","£4,295,594",,,,,,,
2/15/2012,"9 28 30 33 40 44 16",9,28,30,33,40,44,16,"£2,360,238","£2,360,238",,,,,,,
2/11/2012,"1 23 24 31 45 49 6",1,23,24,31,45,49,6,"£4,520,123","£4,520,123",,,,,,,
2/8/2012,"7 13 16 31 36 44 26",7,13,16,31,36,44,26,"£7,088,661","£7,088,661",,,,,,,
2/4/2012,"4 7 40 41 45 48 46",4,7,40,41,45,48,46,"£4,677,996 Rolled","£4,677,996",,,,,,,
2/1/2012,"7 17 21 22 38 39 3",7,17,21,22,38,39,3,"£2,194,776","£2,194,776",,,,,,,
1/28/2012,"10 12 25 28 31 40 1",10,12,25,28,31,40,1,"£3,964,818","£3,964,818",,,,,,,
1/25/2012,"2 8 26 30 39 45 46",2,8,26,30,39,45,46,"£2,372,608","£2,372,608",,,,,,,
1/21/2012,"5 17 32 39 42 49 19",5,17,32,39,42,49,19,"£4,404,007","£4,404,007",,,,,,,
1/18/2012,"9 22 31 34 35 43 20",9,22,31,34,35,43,20,"£2,463,224","£2,463,224",,,,,,,
1/14/2012,"7 10 12 15 25 42 33",7,10,12,15,25,42,33,"£3,394,314","£3,394,314",,,,,,,
1/11/2012,"2 9 27 33 39 40 45",2,9,27,33,39,40,45,"£2,243,105","£2,243,105",,,,,,,
1/7/2012,"8 14 15 17 20 47 38",8,14,15,17,20,47,38,"£6,771,863","£6,771,863",,,,,,,
1/4/2012,"9 26 28 30 42 43 2",9,26,28,30,42,43,2,"£2,307,004 Rolled","£2,307,004",,,,,,,
12/31/2011,"7 11 37 38 42 44 2",7,11,37,38,42,44,2,"£4,040,520","£4,040,520",,,,,,,
12/28/2011,"8 11 13 17 48 49 19",8,11,13,17,48,49,19,"£2,152,447","£2,152,447",,,,,,,
12/24/2011,"1 15 23 32 36 43 19",1,15,23,32,36,43,19,"£7,646,242","£7,646,242",,,,,,,
12/21/2011,"7 28 30 34 38 45 6",7,28,30,34,38,45,6,"£2,438,954 Rolled","£2,438,954",,,,,,,
12/17/2011,"1 22 35 39 42 48 12",1,22,35,39,42,48,12,"£4,672,310","£4,672,310",,,,,,,
12/14/2011,"3 10 25 28 30 43 31",3,10,25,28,30,43,31,"£1,992,348","£1,992,348",,,,,,,
12/10/2011,"16 21 24 29 30 39 20",16,21,24,29,30,39,20,"£15,192,740","£15,192,740",,,,,,,
12/7/2011,"10 14 27 31 32 47 41",10,14,27,31,32,47,41,"£10,064,790 Rolled","£10,064,790",,,,,,,
12/3/2011,"1 30 35 47 48 49 8",1,30,35,47,48,49,8,"£7,140,945 Rolled","£7,140,945",,,,,,,
11/30/2011,"13 23 24 25 26 30 4",13,23,24,25,26,30,4,"£2,163,127 Rolled","£2,163,127",,,,,,,
11/26/2011,"13 16 25 26 36 46 15",13,16,25,26,36,46,15,"£4,459,976","£4,459,976",,,,,,,
11/23/2011,"4 11 19 22 31 48 6",4,11,19,22,31,48,6,"£1,896,961","£1,896,961",,,,,,,
11/19/2011,"1 29 31 32 34 36 45",1,29,31,32,34,36,45,"£7,335,982","£7,335,982",,,,,,,
11/16/2011,"10 12 26 27 39 40 20",10,12,26,27,39,40,20,"£2,347,516 Rolled","£2,347,516",,,,,,,
11/12/2011,"6 12 13 28 33 38 10",6,12,13,28,33,38,10,"£3,927,854","£3,927,854",,,,,,,
11/9/2011,"2 8 10 23 27 32 44",2,8,10,23,27,32,44,"£1,832,631","£1,832,631",,,,,,,
11/5/2011,"14 16 23 24 27 39 43",14,16,23,24,27,39,43,"£10,000,000","£10,000,000",,,,,,,
11/2/2011,"11 12 33 37 38 49 3",11,12,33,37,38,49,3,"£2,496,416","£2,496,416",,,,,,,
10/29/2011,"5 9 14 28 46 49 45",5,9,14,28,46,49,45,"£3,997,456","£3,997,456",,,,,,,
10/26/2011,"4 23 34 38 39 41 27",4,23,34,38,39,41,27,"£2,598,975","£2,598,975",,,,,,,
10/22/2011,"20 27 28 34 43 44 1",20,27,28,34,43,44,1,"£4,639,087","£4,639,087",,,,,,,
10/19/2011,"13 14 18 32 34 49 20",13,14,18,32,34,49,20,"£2,628,379","£2,628,379",,,,,,,
10/15/2011,"7 12 27 34 41 46 14",7,12,27,34,41,46,14,"£14,663,305","£14,663,305",,,,,,,
10/12/2011,"13 24 25 26 37 40 30",13,24,25,26,37,40,30,"£9,608,165 Rolled","£9,608,165",,,,,,,
10/8/2011,"6 16 22 26 30 34 45",6,16,22,26,30,34,45,"£6,335,149 Rolled","£6,335,149",,,,,,,
10/5/2011,"9 15 17 29 30 39 11",9,15,17,29,30,39,11,"£2,148,724 Rolled","£2,148,724",,,,,,,
10/1/2011,"4 15 17 26 37 41 29",4,15,17,26,37,41,29,"£6,873,588","£6,873,588",,,,,,,
9/28/2011,"15 19 25 36 44 45 43",15,19,25,36,44,45,43,"£2,380,765 Rolled","£2,380,765",,,,,,,
9/24/2011,"10 16 29 34 37 47 31",10,16,29,34,37,47,31,"£4,571,277","£4,571,277",,,,,,,
9/21/2011,"11 15 32 33 37 39 28",11,15,32,33,37,39,28,"£10,384,518","£10,384,518",,,,,,,
9/17/2011,"2 3 6 41 44 45 10",2,3,6,41,44,45,10,"£7,124,099 Rolled","£7,124,099",,,,,,,
9/14/2011,"23 28 29 37 38 42 49",23,28,29,37,38,42,49,"£2,496,220 Rolled","£2,496,220",,,,,,,
9/10/2011,"5 7 9 10 22 47 37",5,7,9,10,22,47,37,"£3,229,908","£3,229,908",,,,,,,
9/7/2011,"4 29 31 36 38 48 35",4,29,31,36,38,48,35,"£7,063,265","£7,063,265",,,,,,,
9/3/2011,"4 17 20 26 29 36 31",4,17,20,26,29,36,31,"£4,172,628 Rolled","£4,172,628",,,,,,,
